0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
-1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
-1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
-1,	3.14159
1,	3.14159
0,	3.14159
1,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
-1,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
-1,	3.14159
0,	3.14159
1,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
-1,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
-1,	3.14159
-1,	3.14159
0,	3.14159
-1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
-1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
-1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
-1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
-1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
1,	3.14159
-1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
-1,	3.14159
-1,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
-1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
-1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
-1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
-1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
-1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
-1,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
-1,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
-1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
-1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
-1,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
-1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
-1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
-1,	3.14159
0,	3.14159
0,	3.14159
-1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
-1,	3.14159
0,	3.14159
-1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
-1,	3.14159
0,	3.14159
0,	3.14159
-1,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
-1,	3.14159
-1,	3.14159
0,	3.14159
0,	3.14159
-1,	3.14159
0,	3.14159
1,	3.14159
-1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
1,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
-1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
-1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
-1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
-1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
-1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
-1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
1,	3.14159
1,	3.14159
1,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
0,	3.14159
